bankName,cardName,imgUrl,benefit,type,rotate,position
NH농협카드,K-패스카드(체크),https://d1c5n4ri2guedi.cloudfront.net/card/2561/card_img/33460/2561card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,신한카드 Hey Young 체크,https://d1c5n4ri2guedi.cloudfront.net/card/618/card_img/21385/618card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,올바른POINT체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/360/card_img/25852/360card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한카드 플리 체크(산리오캐릭터즈),https://d1c5n4ri2guedi.cloudfront.net/card/2492/card_img/28476/2492card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
IBK기업은행,IBK나라사랑카드,https://d1c5n4ri2guedi.cloudfront.net/card/2941/card_img/46628/2941card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,토심이 첵첵 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2604/card_img/31223/2604card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,노리체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/348/card_img/20581/348card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
KB국민카드,직장인보너스체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/350/card_img/20594/350card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
우리카드,카드의정석 EVERY CHECK,https://d1c5n4ri2guedi.cloudfront.net/card/2552/card_img/29589/2552card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,춘식이달달체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2758/card_img/37140/2758card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,K-패스 신한카드 체크,https://d1c5n4ri2guedi.cloudfront.net/card/2693/card_img/33495/2692card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
하나카드,달달 하나 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2750/card_img/36851/2750card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
우리카드,위비트래블 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2700/card_img/34201/2700card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,트래블러스 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2905/card_img/44879/2905card_3.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
현대카드,현대카드X CHECK,https://d1c5n4ri2guedi.cloudfront.net/card/408/card_img/28395/408card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,라이언 치즈 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/528/card_img/21216/528card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
MG새마을금고,꿀카드,https://d1c5n4ri2guedi.cloudfront.net/card/2001/card_img/21997/2001card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
우리카드,카드의정석 EVERYDAY CHECK,https://d1c5n4ri2guedi.cloudfront.net/card/2742/card_img/36729/2742card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,신한카드 SOL트래블 J체크,https://d1c5n4ri2guedi.cloudfront.net/card/2847/card_img/42436/2847card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,가온 올포인트 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/454/card_img/20970/454card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
NH농협카드,NH트래블리체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2727/card_img/36095/2727_1card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,K-패스체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2556/card_img/33457/2556card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
삼성카드,K-패스 삼성체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2563/card_img/29688/2563card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,신한카드 Deep Dream 체크(미니언즈),https://d1c5n4ri2guedi.cloudfront.net/card/646/card_img/21410/646card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한카드 하이패스(전용) 체크,https://d1c5n4ri2guedi.cloudfront.net/card/391/card_img/20890/391card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
NH농협카드,NH 무럭이 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2620/card_img/31489/2620card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,올바른 NEW HAVE체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/1765/card_img/22348/1765card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
엔에이치엔페이코,PAYCO 포인트 카드,https://d1c5n4ri2guedi.cloudfront.net/card/2310/card_img/37661/2310card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,신한카드 Pick | 체크 캐릭터형(한교동),https://d1c5n4ri2guedi.cloudfront.net/card/2893/card_img/44188/2893card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
우리카드,그랑블루 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/325/card_img/20570/325card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,카카오페이 신한 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/286/card_img/20508/286card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,청춘대로 싱글 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/335/card_img/20579/335card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
카카오뱅크,카카오뱅크 스마트 하이패스카드,https://d1c5n4ri2guedi.cloudfront.net/card/2910/card_img/44943/2910card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
IBK기업은행,IBK 무직타이거 카드(체크),https://d1c5n4ri2guedi.cloudfront.net/card/1490/card_img/20409/1490card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
IBK기업은행,I-Travel(체크),https://d1c5n4ri2guedi.cloudfront.net/card/2866/card_img/43877/2866card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/499/card_img/21188/499card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
MG새마을금고,카카오페이 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2094/card_img/21906/2094card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
하나카드,VIVA X 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/749/card_img/22223/749card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,-90,center
우체국,우체국 LUCK-KEY 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2871/card_img/43922/2871card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,스타체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/351/card_img/20595/351card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한카드 플리(체크),https://d1c5n4ri2guedi.cloudfront.net/card/2372/card_img/25330/2372card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,올리 POINT 체크,https://d1c5n4ri2guedi.cloudfront.net/card/676/card_img/21441/676card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
하나카드,K-패스 하나 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2682/card_img/33462/2682card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
삼성카드,삼성체크카드 & CASHBACK,https://d1c5n4ri2guedi.cloudfront.net/card/394/card_img/28057/394card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
케이뱅크,케이뱅크 플러스 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/669/card_img/21434/669card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
현대카드,SC제일은행-현대카드 M CHECK,https://d1c5n4ri2guedi.cloudfront.net/card/2430/card_img/27293/2430card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
우리카드,라떼 우리체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/328/card_img/20572/328card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
IBK기업은행,K-패스(체크),https://d1c5n4ri2guedi.cloudfront.net/card/2562/card_img/33444/2526card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
IBK기업은행,일삼의 기쁨카드(체크),https://d1c5n4ri2guedi.cloudfront.net/card/441/card_img/20947/441card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한카드 Pick I 체크,https://d1c5n4ri2guedi.cloudfront.net/card/2527/card_img/28967/2527card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
현대카드,현대카드 하이브리드(포인트형),https://d1c5n4ri2guedi.cloudfront.net/card/2972/card_img/48342/2972card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
KB국민카드,KB국민 기후동행체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2770/card_img/38060/2770card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한카드 On 체크,https://d1c5n4ri2guedi.cloudfront.net/card/2343/card_img/24358/2343card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,신한카드 주거래 체크,https://d1c5n4ri2guedi.cloudfront.net/card/284/card_img/20506/284card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
MG새마을금고,라이프핏 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2860/card_img/43777/%EB%9D%BC%EC%9D%B4%ED%94%84%ED%95%8F-%EC%B2%B4%ED%81%AC%EC%B9%B4%EB%93%9C.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
하나카드,카카오페이 트래블로그 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2775/card_img/38195/2775card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
현대카드,현대카드 하이브리드(캐시백형),https://d1c5n4ri2guedi.cloudfront.net/card/2973/card_img/48344/2973card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,농부의마음 Farmers Heart 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/498/card_img/21187/498card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
NH농협카드,쿵야싱싱체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2874/card_img/43948/2874card_1.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
하나카드,모두의 일상 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/690/card_img/22163/690card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
하나카드,카카오페이 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/382/card_img/20882/382card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
NH농협카드,BAZIC(베이직)체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/370/card_img/20867/370card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
IBK기업은행,IBK BUDDY CHECK,https://d1c5n4ri2guedi.cloudfront.net/card/2917/card_img/45199/2917card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,내일배움체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/367/card_img/20608/367card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
NH농협카드,기후동행카드(체크),https://d1c5n4ri2guedi.cloudfront.net/card/2773/card_img/38079/2773card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,NH올원체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/368/card_img/20609/368card.jpg,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
트래블월렛,트래블페이 충전카드,https://d1c5n4ri2guedi.cloudfront.net/card/2320/card_img/23848/2320card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한 후불 기후동행 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2767/card_img/38057/2767card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
현대카드,SC제일은행-현대카드 X CHECK,https://d1c5n4ri2guedi.cloudfront.net/card/2431/card_img/27294/2431card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
MG새마을금고,다원 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2092/card_img/21908/2092card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
하나카드,하나멤버스 1Q 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/380/card_img/48217/380card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
신한카드,신한카드 SOL글로벌 체크,https://d1c5n4ri2guedi.cloudfront.net/card/2922/card_img/45404/2922card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,어피치 스윗 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/586/card_img/21342/586card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
우체국,어디서나 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/571/card_img/21304/571card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,90,center
우리카드,카카오페이 체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/315/card_img/20560/315card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
NH농협카드,GS리테일 NH농협체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2437/card_img/27465/2437card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
신한카드,신한카드 Way 체크(최고심),https://d1c5n4ri2guedi.cloudfront.net/card/2471/card_img/28241/2471card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
카카오뱅크,카카오뱅크 mini카드,https://d1c5n4ri2guedi.cloudfront.net/card/686/card_img/21451/686card.png,"국내외 가맹점 1% 적립
해외 가맹점 3% 적립
항공·면세점·여행 3% 적립",체크,0,center
